invoice,customer,customer_email,plan,period_start,period_end,amount,status,created,memo
INV-22010,cus_xak34nss,elizabeth.williams@aol.com,Monthly - 1 bag,2026-06-07,2026-07-06,19.00,failed,2026-06-07,
INV-22011,cus_r6brs2v8,moore.nicholas@aol.com,Monthly - 1 bag,2026-06-08,2026-07-07,19.00,paid,2026-06-08,
INV-22012,cus_u8pk7hxk,cturner@gmail.com,Monthly - 2 bags,2026-06-08,2026-07-07,34.00,paid,2026-06-08,
INV-22013,cus_yadgjf2m,mmorgan@gmail.com,Monthly - 2 bags,2026-06-08,2026-07-07,34.00,paid,2026-06-08,
INV-22014,cus_xak34nss,elizabeth.williams@aol.com,Monthly - 1 bag,2026-06-07,2026-07-06,19.00,paid,2026-06-08,
INV-22016,cus_bv84vfnq,young.ashley@gmail.com,Quarterly prepaid - 1 bag/mo,2026-06-08,2026-09-07,54.00,paid,2026-06-08,
INV-22019,cus_6k9sq9ak,kimberlyallen21@gmail.com,Monthly - 1 bag,2026-06-08,2026-07-07,19.00,void,2026-06-08,subscription cancelled
INV-22022,cus_8kyyeecz,miller.margaret@protonmail.com,Monthly - 1 bag,2026-06-08,2026-07-07,19.00,paid,2026-06-08,
INV-22023,cus_vdbf555t,omar.cruz@protonmail.com,Quarterly prepaid - 1 bag/mo,2026-06-09,2026-09-08,54.00,paid,2026-06-09,
INV-22024,cus_pm6tq5nm,wilson.amara@aol.com,Monthly - 1 bag,2026-06-09,2026-07-08,19.00,paid,2026-06-09,
INV-22026,cus_x738bwqq,stevenbennett49@hotmail.com,Monthly - 2 bags,2026-06-09,2026-07-08,34.00,paid,2026-06-09,
INV-22028,cus_y8u592zg,sofiamensah23@protonmail.com,Monthly - 1 bag,2026-06-09,2026-07-08,19.00,paid,2026-06-09,
INV-22031,cus_3bmq9ann,richardson.carol@protonmail.com,Monthly - 1 bag,2026-06-09,2026-07-08,19.00,paid,2026-06-09,
INV-22034,cus_d9wxzme8,rebeccaosei2@icloud.com,Monthly - 2 bags,2026-06-09,2026-07-08,34.00,paid,2026-06-09,
INV-22035,cus_2efrxxee,priya.castillo@hotmail.com,Monthly - 1 bag,2026-06-10,2026-07-09,19.00,paid,2026-06-10,
INV-22036,cus_q8emfrpv,aramos@yahoo.com,Monthly - 2 bags,2026-06-10,2026-07-09,34.00,paid,2026-06-10,
INV-22038,cus_zquby2ye,chill@me.com,Monthly - 2 bags,2026-06-10,2026-07-09,34.00,paid,2026-06-10,
INV-22040,cus_6pupkhnu,collins.marcus@icloud.com,Monthly - 1 bag,2026-06-10,2026-07-09,19.00,paid,2026-06-10,
INV-22043,cus_qwxvkrke,anna_gutierrez@outlook.com,Monthly - 1 bag,2026-06-10,2026-07-09,19.00,paid,2026-06-10,
INV-22045,cus_5xtkseqm,sarahallen67@icloud.com,Monthly - 1 bag,2026-06-11,2026-07-10,19.00,paid,2026-06-11,
INV-22048,cus_78mhefjz,sandra_rogers@gmail.com,Monthly - 2 bags,2026-06-11,2026-07-10,34.00,paid,2026-06-11,
INV-22049,cus_368y6wp6,dorothy_collins@yahoo.com,Monthly - 1 bag,2026-06-12,2026-07-11,19.00,paid,2026-06-12,
INV-22050,cus_ug9tqs5n,georgereed54@gmail.com,Monthly - 1 bag,2026-06-12,2026-07-11,19.00,paid,2026-06-12,
INV-22052,cus_fdeb8g6q,elizabeth.allen@yahoo.com,Quarterly prepaid - 1 bag/mo,2026-06-13,2026-09-12,54.00,void,2026-06-13,subscription cancelled
INV-22054,cus_atdem82m,cook.eric@yahoo.com,Monthly - 1 bag,2026-06-13,2026-07-12,19.00,paid,2026-06-13,
INV-22056,cus_6tqf7ghd,dwatson@yahoo.com,Monthly - 2 bags,2026-06-13,2026-07-12,34.00,paid,2026-06-13,
INV-22059,cus_b8xceusv,amorales@aol.com,Monthly - 2 bags,2026-06-13,2026-07-12,34.00,paid,2026-06-13,
INV-22062,cus_8rw5tq82,angelasanchez92@outlook.com,Monthly - 1 bag,2026-06-13,2026-07-12,19.00,paid,2026-06-13,
INV-22065,cus_2cbttsvs,ashleyhernandez90@outlook.com,Monthly - 2 bags,2026-06-14,2026-07-13,34.00,paid,2026-06-14,
INV-22068,cus_abjbts72,chaddad@aol.com,Monthly - 2 bags,2026-06-14,2026-07-13,34.00,paid,2026-06-14,
INV-22069,cus_w76u4q66,cooper.angela@me.com,Monthly - 1 bag,2026-06-15,2026-07-14,19.00,paid,2026-06-15,
INV-22070,cus_drz8vtzx,stephanienelson62@outlook.com,Monthly - 1 bag,2026-06-15,2026-07-14,19.00,paid,2026-06-15,
INV-22071,cus_3sgr6kbj,kimberly.martinez@me.com,Monthly - 2 bags,2026-06-15,2026-07-14,34.00,paid,2026-06-15,
INV-22074,cus_3kzadwt9,jhall@icloud.com,Monthly - 2 bags,2026-06-15,2026-07-14,34.00,paid,2026-06-15,
INV-22075,cus_bb4wa73g,richard.white@me.com,Monthly - 2 bags,2026-06-16,2026-07-15,34.00,paid,2026-06-16,
INV-22077,cus_7mm8n3ub,marygonzalez82@yahoo.com,Monthly - 1 bag,2026-06-16,2026-07-15,19.00,paid,2026-06-16,
INV-22079,cus_k2zkxvpm,danaedwards97@outlook.com,Monthly - 1 bag,2026-06-16,2026-07-15,19.00,paid,2026-06-16,
INV-22081,cus_5jpvpfwc,sarah_king@gmail.com,Monthly - 1 bag,2026-06-16,2026-07-15,19.00,paid,2026-06-16,
INV-22083,cus_j86m39sr,jeffrey.lewis@hotmail.com,Monthly - 1 bag,2026-06-16,2026-07-15,19.00,paid,2026-06-16,
INV-22086,cus_pqsnz3bu,sarah.chavez@aol.com,Monthly - 1 bag,2026-06-16,2026-07-15,19.00,paid,2026-06-16,
INV-22089,cus_5fhkzens,dorothyross69@yahoo.com,Monthly - 1 bag,2026-06-16,2026-07-15,19.00,paid,2026-06-16,
INV-22091,cus_p96eqebk,watson.patricia@protonmail.com,Monthly - 2 bags,2026-06-17,2026-07-16,34.00,paid,2026-06-17,
INV-22093,cus_zppgwe2k,markyoung96@gmail.com,Monthly - 2 bags,2026-06-17,2026-07-16,34.00,paid,2026-06-17,
INV-22095,cus_tmadrzrn,okafor.dorothy@protonmail.com,Monthly - 1 bag,2026-06-17,2026-07-16,19.00,paid,2026-06-17,
INV-22098,cus_csuwtdeu,amara_parker@protonmail.com,Monthly - 1 bag,2026-06-17,2026-07-16,19.00,paid,2026-06-17,
INV-22101,cus_p3fhh5kr,edwards.amy@protonmail.com,Monthly - 1 bag,2026-06-17,2026-07-16,19.00,paid,2026-06-17,
INV-22104,cus_uj9c336v,leila.jackson@aol.com,Monthly - 1 bag,2026-06-17,2026-07-16,19.00,paid,2026-06-17,
INV-22105,cus_hs2pa9tj,jeffreymyers16@hotmail.com,Monthly - 1 bag,2026-06-18,2026-07-17,19.00,failed,2026-06-18,
INV-22107,cus_jrmv8acs,angela_diaz@outlook.com,Quarterly prepaid - 1 bag/mo,2026-06-18,2026-09-17,54.00,paid,2026-06-18,
INV-22109,cus_ah9kqy9y,lnelson@hotmail.com,Monthly - 1 bag,2026-06-18,2026-07-17,0.00,paid,2026-06-18,first bag free
INV-22112,cus_qeyzthqs,reed.barbara@aol.com,Monthly - 1 bag,2026-06-18,2026-07-17,19.00,void,2026-06-18,trial not converted
INV-22115,cus_rtbjtd2v,gary.perez@aol.com,Monthly - 1 bag,2026-06-18,2026-07-17,19.00,paid,2026-06-18,
INV-22118,cus_883uwq3n,robert_johnson@gmail.com,Monthly - 1 bag,2026-06-18,2026-07-17,19.00,failed,2026-06-18,
INV-22119,cus_hs2pa9tj,jeffreymyers16@hotmail.com,Monthly - 1 bag,2026-06-18,2026-07-17,19.00,paid,2026-06-19,
INV-22120,cus_fgnptmdq,dross@yahoo.com,Monthly - 1 bag,2026-06-19,2026-07-18,0.00,paid,2026-06-19,first bag free
INV-22122,cus_te4c7tzf,mitchell.jason@icloud.com,Monthly - 1 bag,2026-06-19,2026-07-18,19.00,void,2026-06-19,trial not converted
INV-22124,cus_ttxquqf4,donald.alvarez@icloud.com,Monthly - 1 bag,2026-06-19,2026-07-18,19.00,void,2026-06-19,trial not converted
INV-22127,cus_883uwq3n,robert_johnson@gmail.com,Monthly - 1 bag,2026-06-18,2026-07-17,19.00,paid,2026-06-19,
INV-22130,cus_gm8mt4p9,nicholas_bailey@yahoo.com,Monthly - 1 bag,2026-06-19,2026-07-18,19.00,paid,2026-06-19,
INV-22131,cus_avpddymw,hughes.nicholas@me.com,Monthly - 1 bag,2026-06-20,2026-07-19,19.00,paid,2026-06-20,
INV-22134,cus_5p7kae4d,bennett.michael@protonmail.com,Monthly - 1 bag,2026-06-20,2026-07-19,19.00,paid,2026-06-20,
INV-22135,cus_56bgzcmd,amara.haddad@outlook.com,Monthly - 2 bags,2026-06-21,2026-07-20,34.00,paid,2026-06-21,
INV-22136,cus_vxk4uyjq,ingridanderson2@yahoo.com,Monthly - 2 bags,2026-06-21,2026-07-20,34.00,failed,2026-06-21,
INV-22137,cus_y2rvnner,lee.cynthia@me.com,Monthly - 1 bag,2026-06-21,2026-07-20,19.00,paid,2026-06-21,
INV-22138,cus_s98bu986,paul.rivera@protonmail.com,Monthly - 1 bag,2026-06-21,2026-07-20,19.00,paid,2026-06-21,
INV-22140,cus_au76bv5g,steven_taylor@outlook.com,Quarterly prepaid - 1 bag/mo,2026-06-21,2026-09-20,54.00,paid,2026-06-21,
INV-22142,cus_s2c55jqg,mensah.matthew@protonmail.com,Monthly - 1 bag,2026-06-21,2026-07-20,19.00,paid,2026-06-21,
INV-22145,cus_s3uhc2bc,nmorgan@outlook.com,Quarterly prepaid - 1 bag/mo,2026-06-21,2026-09-20,54.00,paid,2026-06-21,
INV-22146,cus_vy7kqma3,bettycook3@icloud.com,Monthly - 1 bag,2026-06-22,2026-07-21,19.00,failed,2026-06-22,
INV-22147,cus_j35gm8we,jmitchell@gmail.com,Monthly - 1 bag,2026-06-22,2026-07-21,19.00,paid,2026-06-22,
INV-22149,cus_fy6wx4nc,sofia_wilson@me.com,Monthly - 1 bag,2026-06-22,2026-07-21,19.00,paid,2026-06-22,
INV-22151,cus_yjgtwj5p,kevingray32@hotmail.com,Quarterly prepaid - 1 bag/mo,2026-06-22,2026-09-21,54.00,paid,2026-06-22,
INV-22153,cus_vxk4uyjq,ingridanderson2@yahoo.com,Monthly - 2 bags,2026-06-21,2026-07-20,34.00,paid,2026-06-22,
INV-22154,cus_vy7kqma3,bettycook3@icloud.com,Monthly - 1 bag,2026-06-22,2026-07-21,19.00,paid,2026-06-23,
INV-22155,cus_tfe3e7zr,kimberlycollins47@protonmail.com,Monthly - 1 bag,2026-06-23,2026-07-22,0.00,paid,2026-06-23,first bag free
INV-22157,cus_cgwfgywk,ronald_wood@me.com,Monthly - 1 bag,2026-06-23,2026-07-22,19.00,paid,2026-06-23,
INV-22158,cus_m8nvqzpd,christopher.alvarez@protonmail.com,Monthly - 2 bags,2026-06-24,2026-07-23,34.00,paid,2026-06-24,
INV-22160,cus_jup6dzpr,leila.ruiz@aol.com,Monthly - 1 bag,2026-06-24,2026-07-23,0.00,paid,2026-06-24,first bag free
INV-22163,cus_zwrmva3u,dmitri_williams@gmail.com,Monthly - 2 bags,2026-06-24,2026-07-23,34.00,paid,2026-06-24,
INV-22166,cus_e3bwjjna,tomasz.anderson@yahoo.com,Monthly - 2 bags,2026-06-24,2026-07-23,34.00,paid,2026-06-24,
INV-22169,cus_f4hh49bn,angela_jackson@aol.com,Quarterly prepaid - 1 bag/mo,2026-06-24,2026-09-23,54.00,paid,2026-06-24,
INV-22170,cus_u8u9ffpv,lindqvist.elizabeth@icloud.com,Monthly - 1 bag,2026-06-25,2026-07-24,19.00,paid,2026-06-25,
INV-22171,cus_eg9eh2ad,brodriguez@me.com,Monthly - 2 bags,2026-06-25,2026-07-24,34.00,paid,2026-06-25,
INV-22173,cus_2rj8qrmt,dmiller@protonmail.com,Monthly - 1 bag,2026-06-25,2026-07-24,19.00,paid,2026-06-25,
INV-22175,cus_zhdhmmyh,daniel_gomez@me.com,Monthly - 1 bag,2026-06-25,2026-07-24,19.00,paid,2026-06-25,
INV-22177,cus_6bsh24pq,rramos@aol.com,Monthly - 1 bag,2026-06-25,2026-07-24,19.00,paid,2026-06-25,
INV-22178,cus_pdkzq3hh,jones.amy@protonmail.com,Monthly - 2 bags,2026-06-26,2026-07-25,34.00,paid,2026-06-26,
INV-22179,cus_sf5jy5tk,laura_cox@hotmail.com,Monthly - 1 bag,2026-06-27,2026-07-26,19.00,paid,2026-06-27,
INV-22180,cus_5eeapqd4,gary.wright@outlook.com,Monthly - 1 bag,2026-06-27,2026-07-26,19.00,paid,2026-06-27,
INV-22181,cus_gffuf99e,emily_clark@outlook.com,Monthly - 1 bag,2026-06-27,2026-07-26,19.00,paid,2026-06-27,
INV-22184,cus_2m8mg9bb,alewis@me.com,Monthly - 1 bag,2026-06-27,2026-07-26,19.00,paid,2026-06-27,
INV-22186,cus_fyy8uth6,johnbrooks53@protonmail.com,Monthly - 1 bag,2026-06-28,2026-07-27,19.00,paid,2026-06-28,
INV-22188,cus_pgz6kdqa,omar.green@protonmail.com,Quarterly prepaid - 1 bag/mo,2026-06-28,2026-09-27,54.00,paid,2026-06-28,
INV-22191,cus_643cjds3,sarah_reed@protonmail.com,Monthly - 2 bags,2026-06-28,2026-07-27,34.00,paid,2026-06-28,
INV-22194,cus_rrtukftw,marcusdiaz65@icloud.com,Monthly - 1 bag,2026-06-28,2026-07-27,19.00,failed,2026-06-28,
INV-22197,cus_r5zfreej,john_moore@yahoo.com,Monthly - 1 bag,2026-06-28,2026-07-27,19.00,paid,2026-06-28,
INV-22200,cus_48aape7y,mateo.martin@protonmail.com,Monthly - 1 bag,2026-06-28,2026-07-27,19.00,paid,2026-06-28,
INV-22201,cus_rrtukftw,marcusdiaz65@icloud.com,Monthly - 1 bag,2026-06-28,2026-07-27,19.00,paid,2026-06-29,
INV-22202,cus_8s9gdqwu,thomas.richardson@hotmail.com,Monthly - 1 bag,2026-07-02,2026-08-01,19.00,paid,2026-07-02,
INV-22203,cus_xaq2xex3,aishanguyen51@outlook.com,Monthly - 2 bags,2026-07-02,2026-08-01,34.00,paid,2026-07-02,
INV-22205,cus_vgsd9ypk,rahul_parker@gmail.com,Monthly - 1 bag,2026-07-02,2026-08-01,19.00,paid,2026-07-02,
INV-22207,cus_ns2asbkz,gomez.eric@protonmail.com,Monthly - 2 bags,2026-07-02,2026-08-01,34.00,paid,2026-07-02,
INV-22208,cus_9gxn29nt,patel.jennifer@aol.com,Monthly - 1 bag,2026-07-03,2026-08-02,19.00,paid,2026-07-03,
INV-22209,cus_uswzymar,mthompson@icloud.com,Monthly - 1 bag,2026-07-03,2026-08-02,19.00,paid,2026-07-03,
INV-22210,cus_3bwmc4tx,carlos_johnson@yahoo.com,Monthly - 1 bag,2026-07-03,2026-08-02,19.00,paid,2026-07-03,
INV-22213,cus_fghfk74d,barbaraokafor8@outlook.com,Monthly - 1 bag,2026-07-03,2026-08-02,19.00,paid,2026-07-03,
INV-22216,cus_mt6c8x43,chloe.perez@hotmail.com,Monthly - 1 bag,2026-07-03,2026-08-02,19.00,paid,2026-07-03,
INV-22219,cus_crxxgwmf,leila.ramirez@icloud.com,Monthly - 1 bag,2026-07-03,2026-08-02,19.00,paid,2026-07-03,
INV-22220,cus_47gkkzk6,angelatanaka71@outlook.com,Monthly - 2 bags,2026-07-04,2026-08-03,34.00,paid,2026-07-04,
INV-22221,cus_eazrqyyv,joshua_stewart@aol.com,Monthly - 1 bag,2026-07-04,2026-08-03,19.00,paid,2026-07-04,
INV-22223,cus_5umzkvay,michelleflores62@icloud.com,Monthly - 1 bag,2026-07-04,2026-08-03,19.00,paid,2026-07-04,
INV-22225,cus_xmbaa48k,clark.richard@aol.com,Monthly - 1 bag,2026-07-04,2026-08-03,19.00,paid,2026-07-04,
INV-22228,cus_v2e33ups,pmorris@gmail.com,Monthly - 1 bag,2026-07-04,2026-08-03,19.00,paid,2026-07-04,
INV-22229,cus_926pk4ps,joshua.mendoza@gmail.com,Monthly - 1 bag,2026-07-05,2026-08-04,19.00,void,2026-07-05,trial not converted
INV-22231,cus_nhyh3r9k,priya_robinson@yahoo.com,Monthly - 1 bag,2026-07-05,2026-08-04,19.00,paid,2026-07-05,
INV-22233,cus_d5y845dr,steven_johnson@icloud.com,Monthly - 2 bags,2026-07-05,2026-08-04,34.00,paid,2026-07-05,
INV-22236,cus_zkrzmssd,paulchavez4@protonmail.com,Monthly - 1 bag,2026-07-05,2026-08-04,19.00,paid,2026-07-05,
INV-22239,cus_4gyxc6pd,marcus_miller@hotmail.com,Monthly - 2 bags,2026-07-05,2026-08-04,34.00,paid,2026-07-05,
